,processed_review,RegistrationIssues,Notification Issues,Slack Desktop/Mobile App Issues,Interface Issues
306,Basic a free alternative its nice that its provided That being said I dont care for it I believe there are better options depending on the project I believe others in our group were too busy to catch on  learn to use the features,0.014447128,0.014683686,0.956476664,0.014392521
307,It works So far behind discord though Breaks a lot  loses draft if rotate missing notofications unread notifications not clearing Updates disapper features like custom daye reminders Schedule send is nice No way to categorize channels or lock one to only mod posts No admon/mod controls Discords lacks too but bot ecosystem is stellar Slack  stop sucking,0.348017578,0.633834436,0.009120966,0.00902702
308,Trash Just trash By default the apps notification system is set to a weird time and it syncs to the desktop app so the desktop app gets bufud When you change the desktop notifications the mobile doesnt sync so you gotta do it on the mobile app all over again However the most egregious Idiocracy is that the app doesnt have a default sound So when it notifies you it doesnt make any sound I had to go into android OS and set a sound Why Justwhy,0.462416087,0.007239441,0.007345891,0.522998581
309,Easy to use but it has to be killed and relaunched daily because it will stop syncing some features with the server The usual problems are that messages become stuck in the unread state inbound messages are missing or outbound messages arent sent,0.289352684,0.013438444,0.684218246,0.012990625
310,It is not possible to delete unwanted workspaces on this app or the website You can on the desktop app but it does not sync with the mobile app or website versions Meaning you will always have unwanted workspaces regardless of what the desktop app shows It is also not possible to schedule a reply I would recommend Discord over this in any circumstance as it is actually usable,0.009451995,0.462116769,0.0090241,0.519407136
311,New update ruined the interface like I dont understand just channels on home tab so if you have 5060 channels how you would manage it do you have to search all the time Please revert your changes to old version We are more concerned with whats going on within the channel and that functionality was being fulfilled in the previous versions,0.009820095,0.686571409,0.293965565,0.009642931
312,App gets confused and shows you the messages from the wrong channel all the time Why does a conversation with someone disappear from the list of conversations just because there is a new message Just highlight it or display it in both the unread and the normal location Removing it from the convo list is just confusing,0.971973164,0.009150615,0.00936013,0.009516091
313,Doesnt have features that normal messaging apps have No read receipts and many many glitches You can send devs a screen capture of of your problem demonstrated and theyll still act like they dont understand Recently large swaths of messages will be missing from conversations and no amount of clearing the cache or restarting the app fixes it,0.607063403,0.009674521,0.373664701,0.009597375
314,The issue was fixed at the cost of total reversal of advanced tablet style UI the same as desktop Now everything runs in phone UI no matter what device you are using  old reciew:Doesnt display messages and chats correctly 90% of the time when I open the app,0.012520329,0.012187019,0.01196982,0.963322832
315,They removed the ability to format messages with markup from mobile which makes my usage way harder Im constantly block quoting and code fencing copy pasting snippets from various places Theres no reason to remove this feature from mobile Using the wysiwyg editor is absolutely miserable,0.010243854,0.97037566,0.00974728,0.009633206
316,I just wish notifications would work reliably And now I have to close the app sometimes to see recent messages Sometimes the app shows the indication of a message but does not show the message until the app is closed and reopened,0.953769709,0.015203138,0.015838363,0.01518879
317,Newest ui changes are garbage The opposite of WYSIWYG immediately after the so called WYSIWYG text editor in the desktop apps Whos driving that ui team and where are they trying to go From here it looks like theyre trying to make a social media app out of a collaboration tool features that enable ease of use be damned,0.974056232,0.008879322,0.00850646,0.008557986
318,Issues with cache and updating on Android Notifications popup and you cant get to the message from the notification Sometimes resetting cache works but sometimes it doesnt They said they were going to fix this a while ago and have not,0.62780789,0.338444523,0.017001261,0.016746326
319,I never get notifications even with the desktop app installed (PC) mobile app (Android) and all notification settings set to ON via email desktop and mobile for every single message For me no notifications makes it practically unusable,0.960056209,0.013113664,0.013386028,0.013444099
320,Latest update UX isnt that great It looks like its trying to copy every other messaging app Opening the side nav and having it push over the chat was much better rather than actually navigating away from the chat It moved too far away from the desktop version in terms of UX I wish I didnt update,0.008581085,0.974299287,0.008643078,0.00847655
321,Audio/video quality is satisfactory but screen sharing is too flaky which is disappointing because it often forces you to switch to Zoom or Webex Notification cant be customized and theres a considerable lag between messages delivered to this app and the laptop app Slack as a service is great but expected more from the app,0.312946927,0.011097947,0.664796519,0.011158607
322,Clever release notes are great and all but there are still core functionality issues such as syncing notifications across platforms that do not work Slack support has not been helpful they only point to the notification setting which has no effect on the syncing I am upgrading to 2 stars though since it doesnt crash anymore for me,0.011540091,0.011758179,0.964812241,0.011889489
323,Im sorry for giving 1 star but I am super frustrated I already spoke about the fact that no external link posted in chat or DM could be opened since the last update UNLESS you used Slacks internal browser I always had mine set to open Chrome and now not a single Twitter IG or any nonHTTP link can be opened I was contacted by a rep who assured the problem was known and would be fixed Another update appears and the problem is still occurring This bug has caused many issues Please fix,0.007321214,0.007260531,0.007364651,0.978053604
324,Im missing the ability to turn off my notifications Sometimes the bell is there sometimes its not I either have to uninstall it or turn my phone off if I dont want it firing notifications all day Previous version had no issues,0.016125703,0.016994286,0.950243665,0.016636345
325,Notifications are super busted in v2002200 They will NEVER clear now unless you manually clear them yourself and its definitely an app bug as reverting to a December 2019 build fixed it Please fix it preferably for v20022002 for the cool version number,0.013585287,0.958910328,0.013744504,0.013759882
326,Every time since the last update when I switch pages channels look at a photo look at a contacts details it gives me a glitch where it tells me switching languages will just take a moment then kicks me out or I cant leave the channel in in or it goes to the bottom of a chat when I was looking up somewhere Super frustrating to deal with,0.900257479,0.010293598,0.079442786,0.010006137
327,Horrible keep crashing sees like a WebView Doesnt show messages properly the huddle keeps crashing the app and doesnt even think to use a normal call Unfortunately its became a quite necessary to use it since the mobile app its not practical to use it and its too bad as the slack android app,0.557910542,0.010001485,0.421711527,0.010376445
328,Every time when I have personal conversation with someone with desktop version it takes dats to update on mobile with mobile version I enter to that conversation and there was not any new convorsation it is really annoying it is so long I have this issue with android,0.013988462,0.014085972,0.250121261,0.721804305
329,while i still like the old design and app the new one seems to work pretty well wish there was a way to control size of the interface though right now everything is too big looks like a kids toy,0.015607743,0.953120755,0.015924481,0.015347021
330,Unable to send messages or connect to any workspace when connected to wifi However the same issue does not occur when I use mobile internet But my laptop slack does work when it is connected to same wifi Please suggest workaround resolve this for me ASAP,0.421552423,0.011283892,0.555269244,0.011894441
331,The app works just like the desktop app however one really annoying feature is not being able to mute groups different on desktop and mobile If I am on my slack group on my desktop I dont want my phone buzzing away everytine messages come in Also I would like to mute certain groups from mobile notifications when they are less urgent but doing so mutes it on desktop too,0.007748253,0.007811316,0.976779952,0.007660479
332,The mobile app is full of bugs The one I found most hilariously funny was when I couldnt found a way to leave a huddle call I had to log out I couldnt help laughing when I still found myself in the huddle Ultimately I had to uninstall the app to disconnect the huddle call,0.017531367,0.01704224,0.798096396,0.167329996
333,Sometimes shows Unread Notification when there are no unread messages May take few seconds for new messages to arrive only on Phone app Huddle feature across machine to phone is slightly buggy but yeah I guess it will get thereOtherwise a good app overall,0.534772272,0.012076651,0.441117069,0.012034008
334,superidiot notification feature i am using on wrb and mobile web always kicked out without any notification when having new message mobile can not receive and notification super useless and make me missing my attendance when work from home,0.959968151,0.013386648,0.013334181,0.01331102
335,When we accidentally add a person to the channel we cant remove them There should be some way to remove that person If a person doesnt accept the invite he still remains in group as invited only even after 6 months he should get auto removed Note all These missing features are identified when I used Gmail app,0.96788976,0.010632633,0.010693408,0.010784199
336,Constantly plagued by bugs never works properly Often have to manually clear the cache to remove deleted messages Reactions often dont work properly No wonder so many have moved to Discord,0.013997052,0.95802889,0.01408249,0.013891569
337,Good app but the notifications need to be updated I got 8 messages read it close the app but the 8 unread message wont reset,0.946667194,0.017867226,0.017994669,0.017470911
338,Love the app but SO ANNOYED by the notification dot that wont go away Tried shift +esc cache clear data clear reinstall Drives me nuts,0.016483667,0.724935651,0.241823404,0.016757278
339,Notification is not reliable Sometimes it is late Already lock in recent disable battery optimization allow startup,0.025417762,0.926450626,0.024509791,0.023621822
340,A while you were muted feature would be nice to keep track of messages received when you were on do not disturb mode,0.90909536,0.032291157,0.029676914,0.028936568
341,Notifications not working on Mi Band It stopped automatically from past 1020 days Please fix this,0.028304297,0.028424021,0.914301855,0.028969827
342,Average for chat terrible for getting work done Worst of all for finding stuff and for ad hoc closed conversations Otherwise great,0.022064129,0.022430176,0.933179874,0.022325821
343,Has lot of issues Keyboard is collapsing every time Messages are duplicating Not receiving all the messages,0.032437097,0.902129428,0.032687794,0.032745681
344,Mobile Slack app is NOT getting notifications on realtime when there is a new message sent by anyone The desktop app is good in this case by the way,0.017984987,0.017978944,0.946430807,0.017605262
345,App worked perfectly until yesterday App wont even login in for me it just keeps loading and loading without ever opening,0.01995249,0.020023453,0.020836647,0.93918741
346,The app is useful well organized and intuitive But for me the biggest issue is that I never receive notifications until I open the app and this is always a problem because I miss important messages So Slack for me is not trustworthy,0.515661902,0.448599525,0.017695461,0.018043113
347,I was facing some issues then updated to the latest version and it stopped working all together,0.031514688,0.032645607,0.903445286,0.03239442
348,Doesnt seem to work on Pixel 6 with video calls calls drop out and app crashes can you please resolve,0.023329699,0.023173315,0.929321837,0.024175149
349,Update: cannot join an invitation for a group Sometimes app doesnt even open just keep on loading ,0.025982496,0.025724335,0.9216884,0.026604769
350,Somehow Slack is showing as Conversations instead of Alerting notifications under the notification area in Android 11 when new messages arrive which affects alertings to wearable devices Please fix this or give option to turn off the Conversations mode Thanks,0.011995504,0.154099342,0.821939406,0.011965747
351,Nice app overall but awful login process Many times it cant even support all rooms,0.02605348,0.026976153,0.026697809,0.920272557
352,Cant close collapse or minimize Giphies in Android app and they loop forever so in slow conversations busy Giphies are extremely distracting In the Windows app Giphies can be minimized Should be trivial to fix 28 Months Later still no way to close/minimize Giphy Wow Rating dropped to 1,0.965818007,0.011293253,0.011449018,0.011439722
353,Would be a 5/5 but for this really annoying glitch Whenever I open the app from a notification that notification is channel related When I continue to navigate the app from that instance it continually defaults back to the original Channel no matter which channel I am trying to chat in at the time Its extremely frustrating,0.601591785,0.010444877,0.010768079,0.377195259
354,I have problem downloading Slack on my Mac i get server with specific hotsname could not be found Also when opening it I get a white screen,0.026441883,0.388164934,0.557726362,0.027666821
355,Its a great app but sometimes it just stops and I cant scroll or type Cleaning the cache can help but this behavior is not exactly appealing If you put that aside it works well for multiple accounts and many channels The synchrony between the app and desktop is also good,0.959002396,0.013542008,0.013682777,0.013772819
356,Android app is unbearable plenty of times I made sure that I have all the notification settings turned on and not a single notification appears This is a very serious bug considering that this is a app that most people uses for work and not for fun,0.013135558,0.013072141,0.96060348,0.01318882
357,Mostly decent But quite hard to see all the messages you havent read yet you have to open up categories and click each one to see if theres something in there Needs a way of seeing all unread messages like desktop,0.956489612,0.014624293,0.014363386,0.014522708
358,Mobile experience is absolutely terrible and almost unusable now Earlier opening thread and going back used to go to main screen so cant view threads in channel Now Language change popup keeps popping up Clearing cache doesnt work,0.965967988,0.011181516,0.011350044,0.011500453
359,Used to work perfectly but with the latest android system update I get kicked out of all my call after 30 seconds to 2 minutes after joining the call Really disappointed,0.018617908,0.572495469,0.01989374,0.388992883
360,Unable to open my app on my Galaxy 20S  The app sends am email to my inbox and once I click to verify email address  I receive a msg from the app that something went wrong at other times it just crashes I uninstalled and reinstalled 3 times I restarted my phone  still nothing Quite frustrating,0.009637513,0.00904702,0.009471,0.971844466
361,Unreliable notifications sometimes but what is worse is clicking on say the 3rd image of a list and get always the first one no matter I am sorry to say this but this is truly one of those apps that feel they get worse with every update :(,0.303100886,0.01675469,0.524850882,0.155293541
362,The slack desktop is way good But the mobile app is worst for the notifications part I receive notifications after 15 mins of the originally received messages And its so annoying that I get notifications for hundreds of messages at once so that I have to force stop the app in my android mobile,0.010908605,0.010537744,0.967937132,0.010616519
363,Often getting a pop notification which says changing language,0.039741809,0.879347623,0.038333153,0.042577415
364,Till the last update it was perfectly fine But with this build Im not getting my notifications I get messages when I open the app All notifications are allowed but app mutes them Tried disabling battery optimization as well but no luck Please fix it ASAP,0.011964772,0.963297226,0.012364249,0.012373753
365,I always have trouble to load my Slack messages in the phone It takes a long time to bring in the messages and it really makes it impossible for me to respond while am AFK All other apps are completely fine Just find trouble here Any advise is most welcome,0.012643174,0.680664434,0.012928736,0.293763655
366,Its cool and all but aint this just a business version of Discord Like doesnt it look eerily similar to Discord🤔🤨,0.279690623,0.675931159,0.022297641,0.022080576
367,This app needs serious improvement I cant remove inactive members from a channel I created So disgusting seeing that this is the app recommended by my Boss I hate it and please dont as me to send a mail to your feedback team because I wont do that,0.958141341,0.013842864,0.014150623,0.013865172
368,Refuses to log in Stupid method to log in via a confirmation email instead of password Slack used to be great now both desktop and phone apps are just unresponsive annoying and ineffective,0.014055732,0.013832273,0.01405384,0.958058155
369,Hangs when there are a lot of photos in gallery to choose,0.042539333,0.448904166,0.464642132,0.043914369
370,Not able to sign in Its so wrong that in times of need this app is acting so badly,0.036723369,0.036501994,0.037030968,0.889743669
371,Dont know much about Slack (had to download for a course Im registered in) Trying to upload a profile picture but every attempt has been unsuccessful Select pic press done nothing happens annoyance/frustration ,0.015331522,0.380418862,0.588296632,0.015952984
372,The app isnt working at all on my android It used to work pretty well now I cant do anything with the app,0.029420388,0.02923789,0.911296735,0.030044987
373,Hey Slack devs Can you make the zoom in/out functionality to be faster Also can you introduce a way for my direct messages to be ordered by who the last sent/received message was from  the same way as in the desktop application instead of by alphabetical order please,0.958398406,0.014025306,0.013834869,0.013741419
374,Finally managed to stop Slack closing every time it was minimised and then the widgets disappeared I had direct DM widgets set up and they just vanished as did the option to create more In fact there are no slack widgets showing at all,0.308065699,0.014441842,0.014879869,0.66261259
375,The app seems to get stuck in a loop not letting me get to the home screen when opining via a reply notification I have to restart every time this happens,0.935479783,0.021448421,0.021691824,0.021379972
376,Slack is good but mobile app is not robust Toggling between chats is mis functioning If you come back from threads it will directly come out from whole group and then it will marked as whole group as marked You will loose unead messeges Strongly disagree to read threads in mobile app,0.012461287,0.012701653,0.012784057,0.962053003
377,Not able to install Slack on my device I have tried all possible troubleshooting methods to resolve this issue Every time getting the same massage,0.01972101,0.020045735,0.019535734,0.940697521
378,Unable to login with google account as the app keeps crashing,0.330958187,0.031615028,0.032026047,0.605400738
379,Why huddle (voice talk) requires Bluetooth access Or access to bluetooth devices Huh Even though Bluetooth is offline and i just want normal speaker etc,0.016719881,0.015870222,0.95099253,0.016417367
380,Unable to get to my channels anymore,0.787226772,0.069257087,0.071827822,0.071688319
381,Horrible to use on my mobile keeps closing when answering a call,0.036896994,0.036789156,0.888969356,0.037344494
382,I hope there is also an option for share screen on tablets I just joined a short training session that required a share screen and I couldnt Thats just disappointing,0.950887737,0.016552559,0.016438451,0.016121254
383,After geting magic code in my email when click on confirm button it says something went wrong Unable to use on android mobile But working on my macbook air,0.0170266,0.015922971,0.016172305,0.950878123
384,Many times dont get notifications Test notification works but actual notifications not received many times,0.024057956,0.023477645,0.92769956,0.024764839
385,Its just a shameless copy of discord and Microsoft teams The worst part is that making an account or joining a work group is confusing for no reason Its also really poorly optimized for Android and is really slow and buggy,0.564456197,0.408080797,0.013403847,0.014059159
386,Password recovery sucks and app logs you out randomly,0.332927227,0.044610655,0.259230423,0.363231695
387,Please help I was invited to a workspace via my email on desktop I am currently using that workspace on desktop but when I try to sign in with the same Email from Mobile App it says me to Enter the password which I forgot when I am trying to reset the password it sends an email that my account has not been created Please help,0.010037177,0.009763078,0.009821233,0.970378512
388,Whenever I try to sign in with my email ID it always shows SOMETHING WENT WRONG PLEASE TRY AGAIN LATER,0.025971548,0.025147845,0.025679031,0.923201576
389,Joining calls on a mobile (huddle) disconnect randomly after a few seconds to a couple of mins,0.165589529,0.027000772,0.781438492,0.025971207
390,A few updates after you cant zoom in attached images normally Why do you hate your users so much It used to work ok back in a day,0.93381544,0.021519408,0.022416396,0.022248755
391,Message notification comes very late this issue has to be addressed immediately often get scoldings from my boss for not attending the messages immediately,0.024325761,0.928159965,0.023857194,0.02365708
392,I cannot do anything on slack I have been trying to access the app on my mobile device and I cant even login It is only on my desktop However there power outage and for like 1hr I cannot access my slack group,0.017653239,0.017384358,0.017515549,0.947446853
393,It seems I cannot confirm my account It did send an email but after I click on the link and route me on slack it says something went wrong,0.022443416,0.021215264,0.02144439,0.93489693
394,Have a hard time opening workspaces All it does it is showing the never ending launching logo,0.910296849,0.029386808,0.029592913,0.03072343
395,I think there is a need for optimization for mobile device with bigger screen Probably like what it does with desktop app,0.022384102,0.023266197,0.02181923,0.932530471
396,The app is amazing and useful but misses out basic feature to send quick voice notes,0.920312359,0.025187976,0.027919559,0.026580106
397,Messages are coming late on mobile After reinstallation Im not able to signup its shows error Something went wrong,0.025080673,0.024090685,0.02501173,0.925816912
398,The app simply crash when I try to sign in with my gmail Unbearable,0.503216359,0.031671399,0.244679041,0.220433201
399,It doesnt refresh recent msges properly I get notification of msg and even can see the reply from thread option but when I open the thread the thread doesnt display any new reply,0.954094913,0.015200057,0.01557301,0.015132021
400,Great app however keeps crashing on Samsung S21 Ultra when trying to schedule send,0.92187252,0.025611249,0.026232312,0.026283919
401,Gifs only show up as links not displaying in the chat Annoying to have to click the link,0.037287815,0.037767992,0.037531851,0.887412342
402,Works ok Slack in general has some usability issues But that is a longer discussion,0.029243975,0.028639949,0.030401951,0.911714125
403,After the last update every time autocorrect kicks in slack freezes,0.043394648,0.416521562,0.495396157,0.044687632
404,Login via magic link isnt working after opening the link its just keep loading,0.025758831,0.026526848,0.02816069,0.919553631
405,The apps performance defeats its entire purpose High latency when it comes to notifications,0.028557013,0.607816886,0.029321289,0.334304811
406,Hey when I try sharing a media directly from my gallery slack crashes,0.028950946,0.616901531,0.029087228,0.325060295
407,Buggy Messages are not displayed/synced properly,0.043502244,0.216167916,0.69823058,0.04209926
408,Clicking new msg notification just goes to a blank page,0.911479937,0.028637725,0.030491819,0.029390519
409,Isnt connecting No explanation or way fix it Why right before my morning meeting,0.028333168,0.028745962,0.91400546,0.02891541
410,Unable to log in to my official workspace tried the gmail sign in and manual both did not work Need help asap,0.222098813,0.019718092,0.019550696,0.738632399
411,I usually dont get notifications Even if Im not logged in on the desktop app,0.034094344,0.898209235,0.033897855,0.033798566
412,It is very strange that you disable to show all direct message please add this possiblity,0.862620392,0.042112727,0.042490983,0.052775899
413,Doesnt work on my phone (OnePlus 7T) Slack is in a login loop :(,0.029571483,0.028064126,0.029096303,0.913268087
414,If a new person is added to a message it may delete message  I have to make sure I copy 1st just incase,0.23112287,0.721406894,0.023790482,0.023679754
415,I cannot open my Workspace It always says Something went wrong Please try again,0.036394638,0.035850819,0.036277926,0.891476617
416,Some problem in chat section the notifications are still showing after it been read,0.037468488,0.664170226,0.260673609,0.037687676
417,It worked fine until recently it now wont let me open slack and I need it for my job,0.025904861,0.025804687,0.026362521,0.921927931
418,Very bad experience Not a single message arrive in time Please improve real time message sent and arrival Humble request please correct this ASAP,0.018054227,0.946641322,0.017658847,0.017645605
419,Not able to sign in always said doesnt have account this workspace and wrong password while my password is right,0.023167173,0.023002746,0.023436763,0.930393318
420,It is giving error while installing Always breaking,0.050245058,0.052312009,0.050179866,0.847263067
421,Iam not recieving any notification I uninstalled and installed again and now not able to login,0.23231697,0.043072054,0.044391246,0.68021973
422,A bit buggy but it gets the job done,0.05181529,0.052387837,0.842564539,0.053232334
423,Please show group name in notification popup not able to identify if its a direct message for me or a group Overall good app,0.932432751,0.022272588,0.022733378,0.022561283
424,Notification sometimes not appear that anyone send msg to me even I made stting to notify me,0.868831007,0.042218503,0.044640642,0.044309848
425,Pixel 6 refresh rate drops to a constant 60hz when in a Slack call,0.202786819,0.036565951,0.72363849,0.037008739
426,Cannot copy messages to clipboard ,0.087659805,0.740723651,0.088055729,0.083560814
427,Notification seems to be a problem,0.734415004,0.087860075,0.089842688,0.087882233
428,App is forced closed whenever I join a call or a meeting,0.042717725,0.2899909,0.623478132,0.043813243
429,Unfortunately the app is terrible Nothing works in offline mode at all it is impossible even to view the message history in offline For what this application exist The application is very slow Takes too much memory There is no point in this application since you can use the web version through a browser,0.594079595,0.01115659,0.010918189,0.383845626
430,I dont receive sound notifications in my poco x3 nfc,0.844262481,0.051972101,0.052388737,0.051376681
431,Should be great but cant join ongoing calls on Pixel 6,0.04223875,0.043017527,0.871535916,0.043207807
432,Customization on notifications from specific group dm and channels is terribly limited  either block nothing everything or everything but Editing a message takes a million button clicks and is so difficult on the desktop version as well (click the 3 dots on the side of the message really Its a desktop app right click is a thing) This app is a great example of how web 30 ruin a good thing The engine and backend of slack is solid but the UI design looks over functionality,0.980174502,0.006612448,0.006592719,0.006620331
433,Does not sync correctly for 1 pro workspace The not pro workspace works correctly,0.02593786,0.025758749,0.025831123,0.922472269
434,The app doesnt stay in the background task Everytime I have to open the app,0.030083871,0.028441605,0.64928815,0.292186374
435,Rarely works as it should,0.089881318,0.086485608,0.737760596,0.085872478
436,Please add voice note feature in this it would bring huge convince,0.886960009,0.038246848,0.038013974,0.036779169
437,Doesnt work on WiFi (works on mobile network and desktop version works on WiFi) Downloading images doesnt show any progress or notification when its complete and usually it just fails without any notification,0.012664225,0.01221977,0.962759467,0.012356537
438,Fully dropped and blocked all androids before 80 so you need to buy new phone in order to use it,0.021337554,0.022559593,0.331396456,0.624706397
439,a lot of bugs including serious ones,0.310565066,0.053915963,0.051264891,0.584254081
440,Cant log in from email today,0.065761259,0.064416099,0.062615113,0.807207529
441,Copy paste is not working for links post last update Please send fix urgently,0.02880342,0.256982003,0.684441173,0.029773403
442,Slow full of bugs,0.092821023,0.084494346,0.085594114,0.737090517
443,The design makes no sense The whole idea of a 100 different channels for the same group is dumb Theres a reason why all other chat apps are designed differently And the fact that the notification system is so complicated that you can only get notified of someone tags the channel I have no words dumbest UI ever created No idea how it could become so popular,0.010462377,0.266172017,0.712870841,0.010494765
444,New update with the pop up is so annoying,0.050783314,0.844084662,0.054336833,0.050795191
445,Hanging all the times and calls not connecting,0.062815609,0.062912772,0.809540063,0.064731556
446,Extremely messy enormously bulky and ridiculously primitive app This app is something which is not supposed to exist at all Its super unreliable bloated and slow You never get your messages in real time the layout is incredibly confusing and on top of that it takes 900 MB from my phones storage This is unbelievable This is more than all my other apps out together Not to mention that there is no Mark as read option in the pull down menu The developers seem to be a bunch of idiots,0.975607468,0.008210285,0.008060949,0.008121297
447,Till the new update everything was perfectly fine From the time I updated my slack there are many bugs I am facing Whenever I click on threads of a message it shows ‘Sorry an error occurred Please try again later’ although I have a good internet connection Please look into this and fix it ASAP I will rate this app 5 stars Edit: Problem fixed Thanks,0.007997476,0.008102531,0.479564368,0.504335625
448,No option to leave a workspace in the app which is really not convinient,0.867457762,0.04374345,0.044412003,0.044386785
449,App not working on phone  very probelmetic while sharing docs from another app,0.043308538,0.044189931,0.867741524,0.044760008
450,I couldnt send any messages on my phone app and I tried to use the troubleshoot notification function to resync everything but found that it wouldnt run So I uninstalled and reinstalled the app and it got worse I cant even sign in to the app now It just gives me a message of something has gone wrong Please try again I tried uninstalling and reinstalling again and its still the same Please fix this your app is broken,0.564387427,0.008551807,0.00872243,0.418338336
451,Team members can no longer use the app because it is not compatible with the version of Android that their phone has which cant be upgraded further So many complications and issues using this Cant even easily skip straight to the most recent messages despite pointing this issue out to them weeks ago Best you can get is the first message of the day Which could be hundreds of messages ago,0.010055546,0.010093838,0.96949151,0.010359107
452,Good but a lot of the time I dont get any notifications,0.044980052,0.865162746,0.044844885,0.045012317
453,We need a Slack widget to show most recent mentions or a list of channels that got updates,0.910316847,0.029711869,0.030912507,0.029058777
454,Relatively good app but I cannot stand the late notifications It irks me so much Why do I start getting notifications for conversations that already ended hours back Sometimes it makes me think I have a new message only to open up and see it was from a conversation I had prior and already finished Fix it please,0.01345561,0.252261713,0.416412517,0.317870161
455,Hi Team something is wrong after the update I am facing difficulty in viewing and sending the msg Many times it is showing fail to connect even if i jave network I am getting notification of the msg but chat is not happening realtime,0.012676311,0.012230758,0.726475896,0.248617035
456,The app is good but a few comments 1 When internet is not so great you gtw to a situation when you get a notification open the app and you cant see the message you just received via notification 2 Can you please add the option to read the message via notification bar like Gmail/whatsapp 3 Can you please add the option to control the vibration pattern Thanks,0.971853054,0.009479405,0.009395039,0.009272502
457,I was thrilled when Slack finally allowed for Scheduled Messages on mobile However its buggy  sometimes it works in successfully scheduling a message and other times longpressing the Send button to schedule a message will send the app crashing Killing and restarting the app doesnt solve this problem Its unpredictable when Id be able to schedule a message or not and the problem sometimes goes away on its own ps please dont ask me to submit an email for feedback,0.977973327,0.007144784,0.007347451,0.007534437
458,Crashes when trying to select and send a picture The app is getting worse and worse Then I realized the phones picture view app also crashed by or no responding by then Not sure if that was due to slack though Its just that it happened while I tried to use slack to select a picgure then slack became nonresponsible and also made the phones other app cannot read pictures Everything works again after I restart my phone But it seemed happended to me a few times before as well that when using slack to send phone pictures it wasnt so smooth experience on my phone But other chat app such as WeChat never had any problems so it could be slack related,0.005475928,0.005484131,0.98341395,0.005625991
459,Why is Sign out not easy to do Please dont have it hidden somewhere,0.057393106,0.0527343,0.052096906,0.837775688
460,UI is confusing especially to my less techsavy coworkers I often cant see new messages or cant load messages from earlier that day Notifications are hard to manage and regularly glitch so that I get a notification for new messages but there are none and the notification never clears Really useful for work but I wish it was more useable and reliable,0.970755324,0.009780308,0.009903225,0.009561143
461,I have started using from last 2 month Initially it worked decent But from last 15 days app not working properly Sometimes not getting notification Also message not getting sent Always showing trying to connect slack error message Sometimes sign also not working Need to try signup atleast 45 time with 23 time app uninstall Thats very irritating when we have something on priority Please look into it,0.170535305,0.007060064,0.392750562,0.429654069
462,Generally a good app but frequently when you share some file it gets stuck so you can only really retry sending it and theres no option to actually cancel sending,0.954396401,0.015121055,0.015289078,0.015193466
463,Desktop Slack client is great but mobile client is just weird copy of it that does not work ideally App spawns most likely tons of screens as i can go back almost indefinitely shows that i have unread messages even though i read them all several times refreshing/relying on the app to get realtime data is not the best decision and plenty of more,0.009025627,0.009764783,0.972217753,0.008991837
464,On mobile version all the uploaded images are signed as error and listed at the end of a conversation When there are multiple of them I have to scroll up until I see recent message Tapping accidentally on the errored img (send on the desktop app btw where everything works good) resends the img again Its really prevents me from using mobile app which is a pity I wish I could manipulate the volume of notification sound on the desktop version,0.973094208,0.008767524,0.009042351,0.009095917
465,Good app but the latest update (Slack 210910 September 7 2021) really has alot of lag when the app is first starting up Much more noticable lag then when compared to the previous version of Slack I had installed (Slack 210810 August 9 2021) And yes my Android phone is current running 80 or above version of andriod Is Slack available to (safely) sideload older versions of the app perhaps on FDroid or somewhere else,0.008026898,0.008235193,0.975308166,0.008429743
466,Not allowing weblogin from tablet Redirecting to download app and from app no option showing to login to multiple workspaces Add another workspace says there is a glitch,0.017628706,0.016037781,0.016637018,0.949696495
467,Updated to the last version and got new app design What a fail this is really bad Awkward interface So laggy last few days app doesnt even work Desktop design is perfect thats why you became the most popular platform for teams DO NOT ruine it with your mobile app Give us option to use old interface,0.008679847,0.00890151,0.973727195,0.008691447
468,Avatars of people are mimatched with one another Unable to read messages Notifications are pushed after I already read the messages I have a ticket open with Slack support  sent videos and logs showing all the issues Support basically telling me its a known issue The issues are more than 6 mounth old I think Its almost unusuable at this stage,0.010509572,0.370947566,0.010335975,0.608206887
469,I was successfully using this app on my android phone up until this morning when it suddenly decided it no longer wanted to show me new messages I uninstalled/reinstalled and now it wont even let me sign in I use this daily for work and now I cant access it unless Im on my laptop Very poor experience,0.00968706,0.009677641,0.201954975,0.778680324
470,I have been invited with different emails to different channels On the phone app cannot find how to log out and log in with different profiles nor how to use both together It is really not intuitive On desktop version it works,0.015560947,0.148821308,0.015675785,0.819941959
471,There is a problem with your desktop app It wont connect to the internet and even when I try to go on your website I get This site cant be reached while all other websites are working on all my other tabs Can you please repair this as quickly as possible Slack has become very important to get through a work day,0.013689388,0.013526221,0.014433258,0.958351134
472,This has been pretty bad in the past but has become unusable in the past few weeks In the past I would see a channel had new messages but when I clicked on it I would only see the old messages Now when I open the app it doesnt even highlight the channels with new messages When I open the desktop app I see that many channels have unread messages that didnt show up on the mobile app,0.009027334,0.009268529,0.972822045,0.008882093
